,D,T,G
4397,81.93771084337351,1292.601686746988,-4592468.304593641
4398,81.93771084337351,1299.535983935743,-4637856.08825717
4399,81.93771084337351,1306.4702811244981,-4683326.017928347
4400,81.93771084337351,1313.404578313253,-4728877.739960576
4401,81.93771084337351,1320.338875502008,-4774510.905551354
4402,81.93771084337351,1327.2731726907632,-4820225.170606214
4403,81.93771084337351,1334.2074698795182,-4866020.195607807
4404,81.93771084337351,1341.141767068273,-4911895.645489913
4405,81.93771084337351,1348.076064257028,-4957851.189516116
4406,81.93771084337351,1355.0103614457832,-5003886.5011629695
4407,81.93771084337351,1361.9446586345382,-5050001.258007461
4408,81.93771084337351,1368.8789558232932,-5096195.141618579
4409,81.93771084337351,1375.8132530120483,-5142467.837452787
4410,81.93771084337351,1382.7475502008033,-5188819.034753282
4411,81.93771084337351,1389.6818473895582,-5235248.42645282
4412,81.93771084337351,1396.6161445783132,-5281755.709080029
4413,81.93771084337351,1403.5504417670684,-5328340.582668986
4414,81.93771084337351,1410.4847389558233,-5375002.750671977
4415,81.93771084337351,1417.4190361445783,-5421741.919875291
4416,81.93771084337351,1424.3533333333335,-5468557.800317928
4417,81.93771084337351,1431.2876305220884,-5515450.105213083
4418,81.93771084337351,1438.2219277108434,-5562418.550872327
4419,81.93771084337351,1445.1562248995986,-5609462.856632346
4420,81.93771084337351,1452.0905220883535,-5656582.744784151
4421,81.93771084337351,1459.0248192771085,-5703777.940504655
4422,81.93771084337351,1465.9591164658634,-5751048.171790535
4423,81.93771084337351,1472.8934136546186,-5798393.1693942705
4424,81.93771084337351,1479.8277108433736,-5845812.666762278
4425,81.93771084337351,1486.7620080321285,-5893306.399975086
4426,81.93771084337351,1493.6963052208837,-5940874.107689427
4427,81.93771084337351,1500.6306024096386,-5988515.531082209
4428,81.93771084337351,1507.5648995983936,-6036230.413796282
4429,81.93771084337351,1514.4991967871485,-6084018.501887928
4430,81.93771084337351,1521.4334939759037,-6131879.543776015
4431,81.93771084337351,1528.3677911646587,-6179813.290192735
4432,81.93771084337351,1535.3020883534136,-6227819.494135922
4433,81.93771084337351,1542.2363855421688,-6275897.9108228
4434,81.93771084337351,1549.1706827309238,-6324048.297645193
4435,81.93771084337351,1556.1049799196787,-6372270.414126102
4436,81.93771084337351,1563.0392771084337,-6420564.021877591
4437,81.93771084337351,1569.9735742971889,-6468928.884559982
4438,81.93771084337351,1576.9078714859438,-6517364.767842233
4439,81.93771084337351,1583.8421686746988,-6565871.439363552
4440,81.93771084337351,1590.776465863454,-6614448.668696112
4441,81.93771084337351,1597.710763052209,-6663096.227308872
4442,81.93771084337351,1604.6450602409639,-6711813.888532505
4443,81.93771084337351,1611.579357429719,-6760601.427525292
4444,81.93771084337351,1618.513654618474,-6809458.621240025
4445,81.93771084337351,1625.447951807229,-6858385.248391884
4446,81.93771084337351,1632.382248995984,-6907381.089427211
4447,81.93771084337351,1639.316546184739,-6956445.926493179
4448,81.93771084337351,1646.250843373494,-7005579.543408313
4449,81.93771084337351,1653.185140562249,-7054781.725633854
4450,81.93771084337351,1660.1194377510042,-7104052.260245905
4451,81.93771084337351,1667.0537349397591,-7153390.935908352
4452,81.93771084337351,1673.988032128514,-7202797.542846557
4453,81.93771084337351,1680.922329317269,-7252271.8728217175
4454,81.93771084337351,1687.8566265060242,-7301813.719105976
4455,81.93771084337351,1694.7909236947792,-7351422.876458169
4456,81.93771084337351,1701.7252208835341,-7401099.141100248
4457,81.93771084337351,1708.6595180722893,-7450842.310694303
4458,81.93771084337351,1715.5938152610443,-7500652.184320218
4459,81.93771084337351,1722.5281124497992,-7550528.5624539
4460,81.93771084337351,1729.4624096385544,-7600471.24694608
4461,81.93771084337351,1736.3967068273093,-7650480.041001666
4462,81.93771084337351,1743.3310040160643,-7700554.749159619
4463,81.93771084337351,1750.2653012048193,-7750695.177273355
4464,81.93771084337351,1757.1995983935744,-7800901.132491639
4465,81.93771084337351,1764.1338955823294,-7851172.423239945
4466,81.93771084337351,1771.0681927710843,-7901508.859202322
4467,81.93771084337351,1778.0024899598395,-7951910.251303662
4468,81.93771084337351,1784.9367871485945,-8002376.411692436
4469,81.93771084337351,1791.8710843373494,-8052907.15372386
4470,81.93771084337351,1798.8053815261044,-8103502.291943437
4471,81.93771084337351,1805.7396787148596,-8154161.6420709165
4472,81.93771084337351,1812.6739759036145,-8204885.0209846385
4473,81.93771084337351,1819.6082730923695,-8255672.246706259
4474,81.93771084337351,1826.5425702811247,-8306523.138385811
4475,81.93771084337351,1833.4768674698796,-8357437.516287122
4476,81.93771084337351,1840.4111646586346,-8408415.201773588
4477,81.93771084337351,1847.3454618473897,-8459456.017294277
4478,81.93771084337351,1854.2797590361447,-8510559.786370298
4479,81.93771084337351,1861.2140562248997,-8561726.33358156
4480,81.93771084337351,1868.1483534136546,-8612955.484553767
4481,81.93771084337351,1875.0826506024098,-8664247.065945724
4482,81.93771084337351,1882.0169477911647,-8715600.905436935
4483,81.93771084337351,1888.9512449799197,-8767016.831715453
4484,81.93771084337351,1895.8855421686749,-8818494.674466029
4485,81.93771084337351,1902.8198393574298,-8870034.264358452
4486,81.93771084337351,1909.7541365461848,-8921635.433036227
4487,81.93771084337351,1916.6884337349397,-8973298.013105426
4488,81.93771084337351,1923.622730923695,-9025021.838123804
4489,81.93771084337351,1930.5570281124499,-9076806.742590126
4490,81.93771084337351,1937.4913253012048,-9128652.561933745
4491,81.93771084337351,1944.42562248996,-9180559.13250436
4492,81.93771084337351,1951.359919678715,-9232526.291562013
4493,81.93771084337351,1958.29421686747,-9284553.877267266
4494,81.93771084337351,1965.2285140562249,-9336641.728671577
4495,81.93771084337351,1972.16281124498,-9388789.685707904
4496,81.93771084337351,1979.097108433735,-9440997.589181427
4497,81.93771084337351,1986.03140562249,-9493265.280760527
4498,81.93771084337351,1992.9657028112451,-9545592.60296788
4499,81.93771084337351,1999.9,-9597979.399171758
4501,86.75698795180725,280.19429718875506,-377.3205333231478
4502,86.75698795180725,287.12859437751007,-1476.0985362099395
4503,86.75698795180725,294.0628915662651,-3276.4077803284067
4504,86.75698795180725,300.99718875502015,-5760.540779148353
4505,86.75698795180725,307.93148594377516,-8912.069878084094
4506,86.75698795180725,314.86578313253017,-12715.58752084657
4507,86.75698795180725,321.8000803212852,-17156.53054693098
4508,86.75698795180725,328.7343775100402,-22221.05804175882
4509,86.75698795180725,335.66867469879526,-27895.96425337815
4510,86.75698795180725,342.60297188755027,-34168.61462827863
4511,86.75698795180725,349.5372690763053,-41026.89704895925
4512,86.75698795180725,356.4715662650603,-48459.183012431815
4513,86.75698795180725,363.4058634538153,-56454.29529678792
4514,86.75698795180725,370.34016064257037,-65001.479895895456
4515,86.75698795180725,377.2744578313253,-74090.38083383565
4516,86.75698795180725,384.2087550200804,-83711.0170226611
4517,86.75698795180725,391.1430522088354,-93853.76068189491
4518,86.75698795180725,398.0773493975904,-104509.31705979913
4519,86.75698795180725,405.0116465863455,-115668.70532646535
4520,86.75698795180725,411.94594377510043,-127323.24058151907
4521,86.75698795180725,418.8802409638555,-139464.51695280036
4522,86.75698795180725,425.8145381526105,-152084.39177320147
4523,86.75698795180725,432.7488353413655,-165174.9708218954
4524,86.75698795180725,439.68313253012053,-178728.5946068141
4525,86.75698795180725,446.61742971887554,-192737.82565419434
4526,86.75698795180725,453.5517269076306,-207195.4367598627
4527,86.75698795180725,460.48602409638556,-222094.4001465933
4528,86.75698795180725,467.42032128514063,-237427.87746381218
4529,86.75698795180725,474.35461847389564,-253189.21055995018
4530,86.75698795180725,481.28891566265065,-269371.9129539807
4531,86.75698795180725,488.2232128514057,-285969.6619307617
4532,86.75698795180725,495.1575100401607,-302976.2911852581
4533,86.75698795180725,502.09180722891574,-320385.78394268936
4534,86.75698795180725,509.02610441767075,-338192.2664851644
4535,86.75698795180725,515.9604016064258,-356390.00202387915
4536,86.75698795180725,522.8946987951808,-374973.3848555103
4537,86.75698795180725,529.8289959839358,-393936.9347565807
4538,86.75698795180725,536.7632931726909,-413275.29155876255
4539,86.75698795180725,543.6975903614459,-432983.20984979044
4540,86.75698795180725,550.6318875502009,-453055.55371485476
4541,86.75698795180725,557.5661847389558,-473487.29136973305
4542,86.75698795180725,564.5004819277109,-494273.48939331714
4543,86.75698795180725,571.434779116466,-515409.3059795326
4544,86.75698795180725,578.3690763052209,-536889.9820987511
4545,86.75698795180725,585.303373493976,-558710.8285951877
4546,86.75698795180725,592.237670682731,-580867.2062094714
4547,86.75698795180725,599.171967871486,-603354.4957186308
4548,86.75698795180725,606.106265060241,-626168.0627729264
4549,86.75698795180725,613.040562248996,-653263.5458632738
4550,86.75698795180725,619.9748594377511,-684850.4683178589
4551,86.75698795180725,626.909156626506,-716836.9645562785
4552,86.75698795180725,633.8434538152611,-749185.1680538531
4553,86.75698795180725,640.7777510040162,-781867.4888998728
4554,86.75698795180725,647.7120481927711,-814862.4272013352
4555,86.75698795180725,654.6463453815261,-848152.3456268192
4556,86.75698795180725,661.5806425702813,-881722.2395917596
4557,86.75698795180725,668.5149397590362,-915559.0245790184
4558,86.75698795180725,675.4492369477912,-949651.0982215605
4559,86.75698795180725,682.3835341365462,-983988.0533378418
4560,86.75698795180725,689.3178313253013,-1018560.4775621856
4561,86.75698795180725,696.2521285140563,-1053359.8053057175
4562,86.75698795180725,703.1864257028113,-1088378.2032243374
4563,86.75698795180725,710.1207228915664,-1123608.478439916
4564,86.75698795180725,717.0550200803214,-1159044.0030745184
4565,86.75698795180725,723.9893172690763,-1194678.651027209
4566,86.75698795180725,730.9236144578314,-1230506.7442722227
4567,86.75698795180725,737.8579116465864,-1266523.0067621826
4568,86.75698795180725,744.7922088353414,-1302722.5245270298
4569,86.75698795180725,751.7265060240965,-1339100.710896661
4570,86.75698795180725,758.6608032128515,-1375653.2760107147
4571,86.75698795180725,765.5951004016065,-1412376.1999499826
4572,86.75698795180725,772.5293975903614,-1449265.7089518735
4573,86.75698795180725,779.4636947791166,-1486318.2542705338
4574,86.75698795180725,786.3979919678716,-1523530.4933188637
4575,86.75698795180725,793.3322891566265,-1560899.2727903528
4576,86.75698795180725,800.2665863453817,-1598421.6135072864
4577,86.75698795180725,807.2008835341367,-1636094.6967811594
4578,86.75698795180725,814.1351807228916,-1673915.8521032345
4579,86.75698795180725,821.0694779116466,-1711882.5460094586
4580,86.75698795180725,828.0037751004018,-1749992.3719858145
4581,86.75698795180725,834.9380722891567,-1788243.0412982767
4582,86.75698795180725,841.8723694779117,-1826632.374646852
4583,86.75698795180725,848.8066666666668,-1865158.2945559523
4584,86.75698795180725,855.7409638554218,-1903818.8184243327
4585,86.75698795180725,862.6752610441768,-1942612.0521671213
4586,86.75698795180725,869.6095582329317,-1981536.184390429
4587,86.75698795180725,876.5438554216869,-2020589.4810459646
4588,86.75698795180725,883.4781526104418,-2059770.2805190184
4589,86.75698795180725,890.4124497991968,-2099076.989108396
4590,86.75698795180725,897.346746987952,-2138508.076861364
4591,86.75698795180725,904.2810441767069,-2178062.073730686
4592,86.75698795180725,911.2153413654619,-2217737.5660242965
4593,86.75698795180725,918.1496385542168,-2257533.193121188
4594,86.75698795180725,925.083935742972,-2297447.644429867
4595,86.75698795180725,932.018232931727,-2337479.656568066
4596,86.75698795180725,938.9525301204819,-2377628.0107445726
4597,86.75698795180725,945.8868273092371,-2417891.5303258924
4598,86.75698795180725,952.8211244979921,-2458269.0785721666
4599,86.75698795180725,959.755421686747,-2498759.556528259
4600,86.75698795180725,966.6897188755022,-2539361.9010572657
4601,86.75698795180725,973.6240160642571,-2580075.083004894
4602,86.75698795180725,980.5583132530121,-2620898.10548425
4603,86.75698795180725,987.492610441767,-2661830.002271502
4604,86.75698795180725,994.4269076305222,-2702869.8363038017
4605,86.75698795180725,1001.3612048192772,-2744016.698271554
4606,86.75698795180725,1008.2955020080321,-2785269.705297907
4607,86.75698795180725,1015.2297991967873,-2826627.999698893
4608,86.75698795180725,1022.1640963855423,-2868090.7478182446
4609,86.75698795180725,1029.0983935742972,-2909657.1389314616
4610,86.75698795180725,1036.0326907630522,-2951326.3842140883
4611,86.75698795180725,1042.9669879518074,-2993097.715769662
4612,86.75698795180725,1049.9012851405623,-3034970.385713107
4613,86.75698795180725,1056.8355823293173,-3076943.6653057653
4614,86.75698795180725,1063.7698795180725,-3119016.8441384835
4615,86.75698795180725,1070.7041767068274,-3161189.229359508
4616,86.75698795180725,1077.6384738955824,-3203460.144944247
4617,86.75698795180725,1084.5727710843375,-3245828.9310040595
4618,86.75698795180725,1091.5070682730925,-3288294.94313158
4619,86.75698795180725,1098.4413654618475,-3330857.551780229
4620,86.75698795180725,1105.3756626506024,-3373516.141675695
4621,86.75698795180725,1112.3099598393576,-3416270.111257437
4622,86.75698795180725,1119.2442570281125,-3459118.872148294
4623,86.75698795180725,1126.1785542168675,-3502061.8486505337
4624,86.75698795180725,1133.1128514056227,-3545098.4772666786
4625,86.75698795180725,1140.0471485943776,-3588228.206243682
4626,86.75698795180725,1146.9814457831326,-3631450.495139055
4627,86.75698795180725,1153.9157429718875,-3674764.8144076453
4628,86.75698795180725,1160.8500401606427,-3718170.6450079014
4629,86.75698795180725,1167.7843373493977,-3761667.478026499
4630,86.75698795180725,1174.7186345381526,-3805254.814320291
4631,86.75698795180725,1181.6529317269078,-3848932.1641746243
4632,86.75698795180725,1188.5872289156628,-3892699.0469771
4633,86.75698795180725,1195.5215261044177,-3936554.9909059685
4634,86.75698795180725,1202.455823293173,-3980499.532632339
4635,86.75698795180725,1209.3901204819279,-4024532.2170354594
4636,86.75698795180725,1216.3244176706828,-4068652.5969304293
4637,86.75698795180725,1223.2587148594378,-4112860.2328076228
4638,86.75698795180725,1230.193012048193,-4157154.692583268
4639,86.75698795180725,1237.127309236948,-4201535.551360589
4640,86.75698795180725,1244.0616064257028,-4246002.391200988
4641,86.75698795180725,1250.995903614458,-4290554.800904738
4642,86.75698795180725,1257.930200803213,-4335192.37580074
4643,86.75698795180725,1264.864497991968,-4379914.717544885
4644,86.75698795180725,1271.798795180723,-4424721.433926605
4645,86.75698795180725,1278.733092369478,-4469612.1386832055
4646,86.75698795180725,1285.667389558233,-4514586.451321612
4647,86.75698795180725,1292.601686746988,-4559643.996947213
4648,86.75698795180725,1299.535983935743,-4604784.406099377
4649,86.75698795180725,1306.4702811244981,-4650007.314593445
4650,86.75698795180725,1313.404578313253,-4695312.363368793
